package,link_text,url,link
CyTOFpower,Text,../news/CyTOFpower/NEWS,https://bioconductor.org/packages/release/bioc/news/CyTOFpower/NEWS
cytofQC,HTML,../vignettes/cytofQC/inst/doc/cytofQC.html,https://bioconductor.org/packages/release/bioc/vignettes/cytofQC/inst/doc/cytofQC.html
cytofQC,PDF,../manuals/cytofQC/man/cytofQC.pdf,https://bioconductor.org/packages/release/bioc/manuals/cytofQC/man/cytofQC.pdf
cytofQC,Text,../news/cytofQC/NEWS,https://bioconductor.org/packages/release/bioc/news/cytofQC/NEWS
CytoGLMM,HTML,../vignettes/CytoGLMM/inst/doc/CytoGLMM.html,https://bioconductor.org/packages/release/bioc/vignettes/CytoGLMM/inst/doc/CytoGLMM.html
CytoGLMM,PDF,../manuals/CytoGLMM/man/CytoGLMM.pdf,https://bioconductor.org/packages/release/bioc/manuals/CytoGLMM/man/CytoGLMM.pdf
CytoGLMM,Text,../news/CytoGLMM/NEWS,https://bioconductor.org/packages/release/bioc/news/CytoGLMM/NEWS
cytoKernel,HTML,../vignettes/cytoKernel/inst/doc/cytoKernel.html,https://bioconductor.org/packages/release/bioc/vignettes/cytoKernel/inst/doc/cytoKernel.html
cytoKernel,PDF,../manuals/cytoKernel/man/cytoKernel.pdf,https://bioconductor.org/packages/release/bioc/manuals/cytoKernel/man/cytoKernel.pdf
cytoKernel,Text,../news/cytoKernel/NEWS,https://bioconductor.org/packages/release/bioc/news/cytoKernel/NEWS
cytolib,HTML,../vignettes/cytolib/inst/doc/cytolib.html,https://bioconductor.org/packages/release/bioc/vignettes/cytolib/inst/doc/cytolib.html
cytolib,PDF,../manuals/cytolib/man/cytolib.pdf,https://bioconductor.org/packages/release/bioc/manuals/cytolib/man/cytolib.pdf
cytomapper,HTML,../vignettes/cytomapper/inst/doc/cytomapper_ondisk.html,https://bioconductor.org/packages/release/bioc/vignettes/cytomapper/inst/doc/cytomapper_ondisk.html
cytomapper,HTML,../vignettes/cytomapper/inst/doc/cytomapper.html,https://bioconductor.org/packages/release/bioc/vignettes/cytomapper/inst/doc/cytomapper.html
cytomapper,PDF,../manuals/cytomapper/man/cytomapper.pdf,https://bioconductor.org/packages/release/bioc/manuals/cytomapper/man/cytomapper.pdf
cytomapper,Text,../news/cytomapper/NEWS,https://bioconductor.org/packages/release/bioc/news/cytomapper/NEWS
cytoMEM,HTML,../vignettes/cytoMEM/inst/doc/Intro_to_Marker_Enrichment_Modeling_Analysis.html,https://bioconductor.org/packages/release/bioc/vignettes/cytoMEM/inst/doc/Intro_to_Marker_Enrichment_Modeling_Analysis.html
cytoMEM,PDF,../manuals/cytoMEM/man/cytoMEM.pdf,https://bioconductor.org/packages/release/bioc/manuals/cytoMEM/man/cytoMEM.pdf
cytoMEM,Text,../news/cytoMEM/NEWS,https://bioconductor.org/packages/release/bioc/news/cytoMEM/NEWS
CytoML,HTML,../vignettes/CytoML/inst/doc/flowjo_to_gatingset.html,https://bioconductor.org/packages/release/bioc/vignettes/CytoML/inst/doc/flowjo_to_gatingset.html
CytoML,HTML,../vignettes/CytoML/inst/doc/HowToExportGatingSet.html,https://bioconductor.org/packages/release/bioc/vignettes/CytoML/inst/doc/HowToExportGatingSet.html
CytoML,HTML,../vignettes/CytoML/inst/doc/cytobank2GatingSet.html,https://bioconductor.org/packages/release/bioc/vignettes/CytoML/inst/doc/cytobank2GatingSet.html
CytoML,PDF,../manuals/CytoML/man/CytoML.pdf,https://bioconductor.org/packages/release/bioc/manuals/CytoML/man/CytoML.pdf
CytoML,Text,../news/CytoML/NEWS,https://bioconductor.org/packages/release/bioc/news/CytoML/NEWS
CytoPipeline,HTML,../vignettes/CytoPipeline/inst/doc/CytoPipeline.html,https://bioconductor.org/packages/release/bioc/vignettes/CytoPipeline/inst/doc/CytoPipeline.html
CytoPipeline,HTML,../vignettes/CytoPipeline/inst/doc/Demo.html,https://bioconductor.org/packages/release/bioc/vignettes/CytoPipeline/inst/doc/Demo.html
CytoPipeline,PDF,../manuals/CytoPipeline/man/CytoPipeline.pdf,https://bioconductor.org/packages/release/bioc/manuals/CytoPipeline/man/CytoPipeline.pdf
CytoPipeline,Text,../news/CytoPipeline/NEWS,https://bioconductor.org/packages/release/bioc/news/CytoPipeline/NEWS
CytoPipelineGUI,HTML,../vignettes/CytoPipelineGUI/inst/doc/CytoPipelineGUI.html,https://bioconductor.org/packages/release/bioc/vignettes/CytoPipelineGUI/inst/doc/CytoPipelineGUI.html
CytoPipelineGUI,HTML,../vignettes/CytoPipelineGUI/inst/doc/Demo.html,https://bioconductor.org/packages/release/bioc/vignettes/CytoPipelineGUI/inst/doc/Demo.html
CytoPipelineGUI,PDF,../manuals/CytoPipelineGUI/man/CytoPipelineGUI.pdf,https://bioconductor.org/packages/release/bioc/manuals/CytoPipelineGUI/man/CytoPipelineGUI.pdf
CytoPipelineGUI,Text,../news/CytoPipelineGUI/NEWS,https://bioconductor.org/packages/release/bioc/news/CytoPipelineGUI/NEWS
cytoviewer,HTML,../vignettes/cytoviewer/inst/doc/cytoviewer.html,https://bioconductor.org/packages/release/bioc/vignettes/cytoviewer/inst/doc/cytoviewer.html
cytoviewer,PDF,../manuals/cytoviewer/man/cytoviewer.pdf,https://bioconductor.org/packages/release/bioc/manuals/cytoviewer/man/cytoviewer.pdf
cytoviewer,Text,../news/cytoviewer/NEWS,https://bioconductor.org/packages/release/bioc/news/cytoviewer/NEWS
dada2,HTML,../vignettes/dada2/inst/doc/dada2-intro.html,https://bioconductor.org/packages/release/bioc/vignettes/dada2/inst/doc/dada2-intro.html
dada2,PDF,../manuals/dada2/man/dada2.pdf,https://bioconductor.org/packages/release/bioc/manuals/dada2/man/dada2.pdf
dada2,Text,../news/dada2/NEWS,https://bioconductor.org/packages/release/bioc/news/dada2/NEWS
dagLogo,HTML,../vignettes/dagLogo/inst/doc/dagLogo.html,https://bioconductor.org/packages/release/bioc/vignettes/dagLogo/inst/doc/dagLogo.html
dagLogo,PDF,../manuals/dagLogo/man/dagLogo.pdf,https://bioconductor.org/packages/release/bioc/manuals/dagLogo/man/dagLogo.pdf
dagLogo,Text,../news/dagLogo/NEWS,https://bioconductor.org/packages/release/bioc/news/dagLogo/NEWS
daMA,PDF,../manuals/daMA/man/daMA.pdf,https://bioconductor.org/packages/release/bioc/manuals/daMA/man/daMA.pdf
DAMEfinder,HTML,../vignettes/DAMEfinder/inst/doc/DAMEfinder_workflow.html,https://bioconductor.org/packages/release/bioc/vignettes/DAMEfinder/inst/doc/DAMEfinder_workflow.html
DAMEfinder,PDF,../manuals/DAMEfinder/man/DAMEfinder.pdf,https://bioconductor.org/packages/release/bioc/manuals/DAMEfinder/man/DAMEfinder.pdf
DAMEfinder,Text,../news/DAMEfinder/NEWS,https://bioconductor.org/packages/release/bioc/news/DAMEfinder/NEWS
DaMiRseq,PDF,../vignettes/DaMiRseq/inst/doc/DaMiRseq.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DaMiRseq/inst/doc/DaMiRseq.pdf
DaMiRseq,PDF,../manuals/DaMiRseq/man/DaMiRseq.pdf,https://bioconductor.org/packages/release/bioc/manuals/DaMiRseq/man/DaMiRseq.pdf
DaMiRseq,Text,../news/DaMiRseq/NEWS,https://bioconductor.org/packages/release/bioc/news/DaMiRseq/NEWS
DAPAR,PDF,../manuals/DAPAR/man/DAPAR.pdf,https://bioconductor.org/packages/release/bioc/manuals/DAPAR/man/DAPAR.pdf
DAPAR,Text,../news/DAPAR/NEWS,https://bioconductor.org/packages/release/bioc/news/DAPAR/NEWS
DART,PDF,../vignettes/DART/inst/doc/DART.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DART/inst/doc/DART.pdf
DART,PDF,../manuals/DART/man/DART.pdf,https://bioconductor.org/packages/release/bioc/manuals/DART/man/DART.pdf
DART,Text,../news/DART/NEWS,https://bioconductor.org/packages/release/bioc/news/DART/NEWS
dcanr,HTML,../vignettes/dcanr/inst/doc/dcanr_vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/dcanr/inst/doc/dcanr_vignette.html
dcanr,HTML,../vignettes/dcanr/inst/doc/dcanr_evaluation_vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/dcanr/inst/doc/dcanr_evaluation_vignette.html
dcanr,PDF,../manuals/dcanr/man/dcanr.pdf,https://bioconductor.org/packages/release/bioc/manuals/dcanr/man/dcanr.pdf
dcanr,Text,../news/dcanr/NEWS,https://bioconductor.org/packages/release/bioc/news/dcanr/NEWS
DCATS,HTML,../vignettes/DCATS/inst/doc/Intro_to_DCATS.html,https://bioconductor.org/packages/release/bioc/vignettes/DCATS/inst/doc/Intro_to_DCATS.html
DCATS,PDF,../manuals/DCATS/man/DCATS.pdf,https://bioconductor.org/packages/release/bioc/manuals/DCATS/man/DCATS.pdf
DCATS,Text,../news/DCATS/NEWS,https://bioconductor.org/packages/release/bioc/news/DCATS/NEWS
dce,HTML,../vignettes/dce/inst/doc/dce.html,https://bioconductor.org/packages/release/bioc/vignettes/dce/inst/doc/dce.html
dce,HTML,../vignettes/dce/inst/doc/pathway_databases.html,https://bioconductor.org/packages/release/bioc/vignettes/dce/inst/doc/pathway_databases.html
dce,PDF,../manuals/dce/man/dce.pdf,https://bioconductor.org/packages/release/bioc/manuals/dce/man/dce.pdf
dce,Text,../news/dce/NEWS,https://bioconductor.org/packages/release/bioc/news/dce/NEWS
dcGSA,PDF,../manuals/dcGSA/man/dcGSA.pdf,https://bioconductor.org/packages/release/bioc/manuals/dcGSA/man/dcGSA.pdf
dcGSA,Text,../news/dcGSA/NEWS,https://bioconductor.org/packages/release/bioc/news/dcGSA/NEWS
ddCt,PDF,../vignettes/ddCt/inst/doc/rtPCR-usage.pdf,https://bioconductor.org/packages/release/bioc/vignettes/ddCt/inst/doc/rtPCR-usage.pdf
ddCt,PDF,../vignettes/ddCt/inst/doc/RT-PCR-Script-ddCt.pdf,https://bioconductor.org/packages/release/bioc/vignettes/ddCt/inst/doc/RT-PCR-Script-ddCt.pdf
ddCt,PDF,../vignettes/ddCt/inst/doc/rtPCR.pdf,https://bioconductor.org/packages/release/bioc/vignettes/ddCt/inst/doc/rtPCR.pdf
ddCt,PDF,../manuals/ddCt/man/ddCt.pdf,https://bioconductor.org/packages/release/bioc/manuals/ddCt/man/ddCt.pdf
ddPCRclust,PDF,../vignettes/ddPCRclust/inst/doc/ddPCRclust.pdf,https://bioconductor.org/packages/release/bioc/vignettes/ddPCRclust/inst/doc/ddPCRclust.pdf
ddPCRclust,PDF,../manuals/ddPCRclust/man/ddPCRclust.pdf,https://bioconductor.org/packages/release/bioc/manuals/ddPCRclust/man/ddPCRclust.pdf
ddPCRclust,Text,../news/ddPCRclust/NEWS,https://bioconductor.org/packages/release/bioc/news/ddPCRclust/NEWS
dearseq,HTML,../vignettes/dearseq/inst/doc/dearseqUserguide.html,https://bioconductor.org/packages/release/bioc/vignettes/dearseq/inst/doc/dearseqUserguide.html
dearseq,PDF,../manuals/dearseq/man/dearseq.pdf,https://bioconductor.org/packages/release/bioc/manuals/dearseq/man/dearseq.pdf
dearseq,Text,../news/dearseq/NEWS,https://bioconductor.org/packages/release/bioc/news/dearseq/NEWS
debCAM,HTML,../vignettes/debCAM/inst/doc/debcam.html,https://bioconductor.org/packages/release/bioc/vignettes/debCAM/inst/doc/debcam.html
debCAM,PDF,../manuals/debCAM/man/debCAM.pdf,https://bioconductor.org/packages/release/bioc/manuals/debCAM/man/debCAM.pdf
debCAM,Text,../news/debCAM/NEWS,https://bioconductor.org/packages/release/bioc/news/debCAM/NEWS
debrowser,HTML,../vignettes/debrowser/inst/doc/DEBrowser.html,https://bioconductor.org/packages/release/bioc/vignettes/debrowser/inst/doc/DEBrowser.html
debrowser,PDF,../manuals/debrowser/man/debrowser.pdf,https://bioconductor.org/packages/release/bioc/manuals/debrowser/man/debrowser.pdf
debrowser,Text,../news/debrowser/NEWS,https://bioconductor.org/packages/release/bioc/news/debrowser/NEWS
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/ClassifySequences.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/ClassifySequences.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/DesignProbes.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/DesignProbes.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/DesignPrimers.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/DesignPrimers.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/DesignMicroarray.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/DesignMicroarray.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/DesignSignatures.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/DesignSignatures.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/RepeatRepeat.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/RepeatRepeat.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/FindChimeras.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/FindChimeras.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/DECIPHERing.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/DECIPHERing.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/GrowingTrees.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/GrowingTrees.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/ArtOfAlignmentInR.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/ArtOfAlignmentInR.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/FindingNonCodingRNAs.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/FindingNonCodingRNAs.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/FindingGenes.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/FindingGenes.pdf
DECIPHER,PDF,../vignettes/DECIPHER/inst/doc/ClusteringSequences.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DECIPHER/inst/doc/ClusteringSequences.pdf
DECIPHER,PDF,../manuals/DECIPHER/man/DECIPHER.pdf,https://bioconductor.org/packages/release/bioc/manuals/DECIPHER/man/DECIPHER.pdf
decompTumor2Sig,HTML,../vignettes/decompTumor2Sig/inst/doc/decompTumor2Sig.html,https://bioconductor.org/packages/release/bioc/vignettes/decompTumor2Sig/inst/doc/decompTumor2Sig.html
decompTumor2Sig,PDF,../manuals/decompTumor2Sig/man/decompTumor2Sig.pdf,https://bioconductor.org/packages/release/bioc/manuals/decompTumor2Sig/man/decompTumor2Sig.pdf
decompTumor2Sig,Text,../news/decompTumor2Sig/NEWS,https://bioconductor.org/packages/release/bioc/news/decompTumor2Sig/NEWS
DeconRNASeq,PDF,../vignettes/DeconRNASeq/inst/doc/DeconRNASeq.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DeconRNASeq/inst/doc/DeconRNASeq.pdf
DeconRNASeq,PDF,../manuals/DeconRNASeq/man/DeconRNASeq.pdf,https://bioconductor.org/packages/release/bioc/manuals/DeconRNASeq/man/DeconRNASeq.pdf
decontam,HTML,../vignettes/decontam/inst/doc/decontam_intro.html,https://bioconductor.org/packages/release/bioc/vignettes/decontam/inst/doc/decontam_intro.html
decontam,PDF,../manuals/decontam/man/decontam.pdf,https://bioconductor.org/packages/release/bioc/manuals/decontam/man/decontam.pdf
decontam,Text,../news/decontam/NEWS,https://bioconductor.org/packages/release/bioc/news/decontam/NEWS
decontX,HTML,../vignettes/decontX/inst/doc/decontPro.html,https://bioconductor.org/packages/release/bioc/vignettes/decontX/inst/doc/decontPro.html
decontX,HTML,../vignettes/decontX/inst/doc/decontX.html,https://bioconductor.org/packages/release/bioc/vignettes/decontX/inst/doc/decontX.html
decontX,PDF,../manuals/decontX/man/decontX.pdf,https://bioconductor.org/packages/release/bioc/manuals/decontX/man/decontX.pdf
decontX,Text,../news/decontX/NEWS,https://bioconductor.org/packages/release/bioc/news/decontX/NEWS
deconvR,HTML,../vignettes/deconvR/inst/doc/deconvRVignette.html,https://bioconductor.org/packages/release/bioc/vignettes/deconvR/inst/doc/deconvRVignette.html
deconvR,PDF,../manuals/deconvR/man/deconvR.pdf,https://bioconductor.org/packages/release/bioc/manuals/deconvR/man/deconvR.pdf
deconvR,Text,../news/deconvR/NEWS,https://bioconductor.org/packages/release/bioc/news/deconvR/NEWS
decoupleR,HTML,../vignettes/decoupleR/inst/doc/decoupleR.html,https://bioconductor.org/packages/release/bioc/vignettes/decoupleR/inst/doc/decoupleR.html
decoupleR,HTML,../vignettes/decoupleR/inst/doc/pw_sc.html,https://bioconductor.org/packages/release/bioc/vignettes/decoupleR/inst/doc/pw_sc.html
decoupleR,HTML,../vignettes/decoupleR/inst/doc/pw_bk.html,https://bioconductor.org/packages/release/bioc/vignettes/decoupleR/inst/doc/pw_bk.html
decoupleR,HTML,../vignettes/decoupleR/inst/doc/tf_sc.html,https://bioconductor.org/packages/release/bioc/vignettes/decoupleR/inst/doc/tf_sc.html
decoupleR,HTML,../vignettes/decoupleR/inst/doc/tf_bk.html,https://bioconductor.org/packages/release/bioc/vignettes/decoupleR/inst/doc/tf_bk.html
decoupleR,PDF,../manuals/decoupleR/man/decoupleR.pdf,https://bioconductor.org/packages/release/bioc/manuals/decoupleR/man/decoupleR.pdf
decoupleR,Text,../news/decoupleR/NEWS,https://bioconductor.org/packages/release/bioc/news/decoupleR/NEWS
DeepBlueR,HTML,../vignettes/DeepBlueR/inst/doc/DeepBlueR.html,https://bioconductor.org/packages/release/bioc/vignettes/DeepBlueR/inst/doc/DeepBlueR.html
DeepBlueR,PDF,../manuals/DeepBlueR/man/DeepBlueR.pdf,https://bioconductor.org/packages/release/bioc/manuals/DeepBlueR/man/DeepBlueR.pdf
DeepBlueR,Text,../news/DeepBlueR/NEWS,https://bioconductor.org/packages/release/bioc/news/DeepBlueR/NEWS
DeepPINCS,HTML,../vignettes/DeepPINCS/inst/doc/DeepPINCS.html,https://bioconductor.org/packages/release/bioc/vignettes/DeepPINCS/inst/doc/DeepPINCS.html
DeepPINCS,PDF,../manuals/DeepPINCS/man/DeepPINCS.pdf,https://bioconductor.org/packages/release/bioc/manuals/DeepPINCS/man/DeepPINCS.pdf
DeepPINCS,Text,../news/DeepPINCS/NEWS,https://bioconductor.org/packages/release/bioc/news/DeepPINCS/NEWS
deepSNV,PDF,../vignettes/deepSNV/inst/doc/deepSNV.pdf,https://bioconductor.org/packages/release/bioc/vignettes/deepSNV/inst/doc/deepSNV.pdf
deepSNV,HTML,../vignettes/deepSNV/inst/doc/shearwaterML.html,https://bioconductor.org/packages/release/bioc/vignettes/deepSNV/inst/doc/shearwaterML.html
deepSNV,PDF,../vignettes/deepSNV/inst/doc/shearwater.pdf,https://bioconductor.org/packages/release/bioc/vignettes/deepSNV/inst/doc/shearwater.pdf
deepSNV,PDF,../manuals/deepSNV/man/deepSNV.pdf,https://bioconductor.org/packages/release/bioc/manuals/deepSNV/man/deepSNV.pdf
deepSNV,Text,../news/deepSNV/NEWS,https://bioconductor.org/packages/release/bioc/news/deepSNV/NEWS
DEFormats,HTML,../vignettes/DEFormats/inst/doc/DEFormats.html,https://bioconductor.org/packages/release/bioc/vignettes/DEFormats/inst/doc/DEFormats.html
DEFormats,PDF,../manuals/DEFormats/man/DEFormats.pdf,https://bioconductor.org/packages/release/bioc/manuals/DEFormats/man/DEFormats.pdf
DEFormats,Text,../news/DEFormats/NEWS,https://bioconductor.org/packages/release/bioc/news/DEFormats/NEWS
DegNorm,HTML,../vignettes/DegNorm/inst/doc/DegNorm.html,https://bioconductor.org/packages/release/bioc/vignettes/DegNorm/inst/doc/DegNorm.html
DegNorm,PDF,../manuals/DegNorm/man/DegNorm.pdf,https://bioconductor.org/packages/release/bioc/manuals/DegNorm/man/DegNorm.pdf
DegNorm,Text,../news/DegNorm/NEWS,https://bioconductor.org/packages/release/bioc/news/DegNorm/NEWS
DEGraph,PDF,../vignettes/DEGraph/inst/doc/DEGraph.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DEGraph/inst/doc/DEGraph.pdf
DEGraph,PDF,../manuals/DEGraph/man/DEGraph.pdf,https://bioconductor.org/packages/release/bioc/manuals/DEGraph/man/DEGraph.pdf
DEGraph,Text,../news/DEGraph/NEWS,https://bioconductor.org/packages/release/bioc/news/DEGraph/NEWS
DEGreport,HTML,../vignettes/DEGreport/inst/doc/DEGreport.html,https://bioconductor.org/packages/release/bioc/vignettes/DEGreport/inst/doc/DEGreport.html
DEGreport,PDF,../manuals/DEGreport/man/DEGreport.pdf,https://bioconductor.org/packages/release/bioc/manuals/DEGreport/man/DEGreport.pdf
DEGreport,Text,../news/DEGreport/NEWS,https://bioconductor.org/packages/release/bioc/news/DEGreport/NEWS
DEGseq,PDF,../vignettes/DEGseq/inst/doc/DEGseq.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DEGseq/inst/doc/DEGseq.pdf
DEGseq,PDF,../manuals/DEGseq/man/DEGseq.pdf,https://bioconductor.org/packages/release/bioc/manuals/DEGseq/man/DEGseq.pdf
DEGseq,Text,../news/DEGseq/NEWS,https://bioconductor.org/packages/release/bioc/news/DEGseq/NEWS
DelayedArray,PDF,../vignettes/DelayedArray/inst/doc/03-DelayedArray_HDF5Array_update.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DelayedArray/inst/doc/03-DelayedArray_HDF5Array_update.pdf
DelayedArray,HTML,../vignettes/DelayedArray/inst/doc/02-Implementing_a_backend.html,https://bioconductor.org/packages/release/bioc/vignettes/DelayedArray/inst/doc/02-Implementing_a_backend.html
DelayedArray,PDF,../vignettes/DelayedArray/inst/doc/01-Working_with_large_arrays.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DelayedArray/inst/doc/01-Working_with_large_arrays.pdf
DelayedArray,PDF,../manuals/DelayedArray/man/DelayedArray.pdf,https://bioconductor.org/packages/release/bioc/manuals/DelayedArray/man/DelayedArray.pdf
DelayedArray,Text,../news/DelayedArray/NEWS,https://bioconductor.org/packages/release/bioc/news/DelayedArray/NEWS
DelayedDataFrame,HTML,../vignettes/DelayedDataFrame/inst/doc/DelayedDataFrame.html,https://bioconductor.org/packages/release/bioc/vignettes/DelayedDataFrame/inst/doc/DelayedDataFrame.html
DelayedDataFrame,PDF,../manuals/DelayedDataFrame/man/DelayedDataFrame.pdf,https://bioconductor.org/packages/release/bioc/manuals/DelayedDataFrame/man/DelayedDataFrame.pdf
DelayedDataFrame,Text,../news/DelayedDataFrame/NEWS,https://bioconductor.org/packages/release/bioc/news/DelayedDataFrame/NEWS
DelayedMatrixStats,HTML,../vignettes/DelayedMatrixStats/inst/doc/DelayedMatrixStatsOverview.html,https://bioconductor.org/packages/release/bioc/vignettes/DelayedMatrixStats/inst/doc/DelayedMatrixStatsOverview.html
DelayedMatrixStats,PDF,../manuals/DelayedMatrixStats/man/DelayedMatrixStats.pdf,https://bioconductor.org/packages/release/bioc/manuals/DelayedMatrixStats/man/DelayedMatrixStats.pdf
DelayedMatrixStats,Text,../news/DelayedMatrixStats/NEWS,https://bioconductor.org/packages/release/bioc/news/DelayedMatrixStats/NEWS
DelayedRandomArray,HTML,../vignettes/DelayedRandomArray/inst/doc/userguide.html,https://bioconductor.org/packages/release/bioc/vignettes/DelayedRandomArray/inst/doc/userguide.html
DelayedRandomArray,PDF,../manuals/DelayedRandomArray/man/DelayedRandomArray.pdf,https://bioconductor.org/packages/release/bioc/manuals/DelayedRandomArray/man/DelayedRandomArray.pdf
DelayedRandomArray,Text,../news/DelayedRandomArray/NEWS,https://bioconductor.org/packages/release/bioc/news/DelayedRandomArray/NEWS
DelayedTensor,HTML,../vignettes/DelayedTensor/inst/doc/DelayedTensor_1.html,https://bioconductor.org/packages/release/bioc/vignettes/DelayedTensor/inst/doc/DelayedTensor_1.html
DelayedTensor,HTML,../vignettes/DelayedTensor/inst/doc/DelayedTensor_4.html,https://bioconductor.org/packages/release/bioc/vignettes/DelayedTensor/inst/doc/DelayedTensor_4.html
DelayedTensor,HTML,../vignettes/DelayedTensor/inst/doc/DelayedTensor_2.html,https://bioconductor.org/packages/release/bioc/vignettes/DelayedTensor/inst/doc/DelayedTensor_2.html
DelayedTensor,HTML,../vignettes/DelayedTensor/inst/doc/DelayedTensor_3.html,https://bioconductor.org/packages/release/bioc/vignettes/DelayedTensor/inst/doc/DelayedTensor_3.html
DelayedTensor,PDF,../manuals/DelayedTensor/man/DelayedTensor.pdf,https://bioconductor.org/packages/release/bioc/manuals/DelayedTensor/man/DelayedTensor.pdf
DelayedTensor,Text,../news/DelayedTensor/NEWS,https://bioconductor.org/packages/release/bioc/news/DelayedTensor/NEWS
DELocal,HTML,../vignettes/DELocal/inst/doc/DELocal.html,https://bioconductor.org/packages/release/bioc/vignettes/DELocal/inst/doc/DELocal.html
DELocal,PDF,../manuals/DELocal/man/DELocal.pdf,https://bioconductor.org/packages/release/bioc/manuals/DELocal/man/DELocal.pdf
DELocal,Text,../news/DELocal/NEWS,https://bioconductor.org/packages/release/bioc/news/DELocal/NEWS
deltaCaptureC,HTML,../vignettes/deltaCaptureC/inst/doc/deltaCaptureC.html,https://bioconductor.org/packages/release/bioc/vignettes/deltaCaptureC/inst/doc/deltaCaptureC.html
deltaCaptureC,PDF,../manuals/deltaCaptureC/man/deltaCaptureC.pdf,https://bioconductor.org/packages/release/bioc/manuals/deltaCaptureC/man/deltaCaptureC.pdf
deltaGseg,PDF,../vignettes/deltaGseg/inst/doc/deltaGseg.pdf,https://bioconductor.org/packages/release/bioc/vignettes/deltaGseg/inst/doc/deltaGseg.pdf
deltaGseg,PDF,../manuals/deltaGseg/man/deltaGseg.pdf,https://bioconductor.org/packages/release/bioc/manuals/deltaGseg/man/deltaGseg.pdf
deltaGseg,Text,../news/deltaGseg/NEWS,https://bioconductor.org/packages/release/bioc/news/deltaGseg/NEWS
DeMAND,PDF,../vignettes/DeMAND/inst/doc/DeMAND.pdf,https://bioconductor.org/packages/release/bioc/vignettes/DeMAND/inst/doc/DeMAND.pdf
DeMAND,PDF,../manuals/DeMAND/man/DeMAND.pdf,https://bioconductor.org/packages/release/bioc/manuals/DeMAND/man/DeMAND.pdf
DeMixT,HTML,../vignettes/DeMixT/inst/doc/demixt.html,https://bioconductor.org/packages/release/bioc/vignettes/DeMixT/inst/doc/demixt.html
DeMixT,PDF,../manuals/DeMixT/man/DeMixT.pdf,https://bioconductor.org/packages/release/bioc/manuals/DeMixT/man/DeMixT.pdf
DeMixT,Text,../news/DeMixT/NEWS,https://bioconductor.org/packages/release/bioc/news/DeMixT/NEWS
demuxmix,HTML,../vignettes/demuxmix/inst/doc/demuxmix.html,https://bioconductor.org/packages/release/bioc/vignettes/demuxmix/inst/doc/demuxmix.html
demuxmix,PDF,../manuals/demuxmix/man/demuxmix.pdf,https://bioconductor.org/packages/release/bioc/manuals/demuxmix/man/demuxmix.pdf
demuxmix,Text,../news/demuxmix/NEWS,https://bioconductor.org/packages/release/bioc/news/demuxmix/NEWS
demuxSNP,HTML,../vignettes/demuxSNP/inst/doc/supervised_demultiplexing.html,https://bioconductor.org/packages/release/bioc/vignettes/demuxSNP/inst/doc/supervised_demultiplexing.html
demuxSNP,PDF,../manuals/demuxSNP/man/demuxSNP.pdf,https://bioconductor.org/packages/release/bioc/manuals/demuxSNP/man/demuxSNP.pdf
demuxSNP,Text,../news/demuxSNP/NEWS,https://bioconductor.org/packages/release/bioc/news/demuxSNP/NEWS
